Codigo;CodBarras;Descripcion;exisMerida;exisCaracas;Marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
145311;7703763178445;IBUMAX 400 MG CAP X 10 PHARMETIQUE;197;291;PHARMETIQUE;9.67;8.70;MEDICAMENTOS;2023-07-25;IBUPROFENO ;1.00;10.00;0.000;0.000
16145;8906112610446;IBUPRA 600MG X 10 TAB (IBUPRA) ADN MEDICAL;240;350;ADN MEDICAL;4.14;3.93;MEDICAMENTOS;2024-07-25;IBUPROFENO ;1.00;5.00;0.000;0.000
290471;7598429000471;IBUPROFENO  400 X 10 TAB CAMBRIDGE;1;1963;CAMBRIDGE;4.13;4.13;MEDICAMENTOS;NULL;IBUPROFENO ;0.00;0.00;0.000;0.000
144847;7592454891196;IBUPROFENO 200 MG TAB X 10 ELTER;227;1011;LA SANTE;8.15;7.50;MEDICAMENTOS;2025-01-25;IBUPROFENO ;1.00;8.00;0.000;0.000
142340;7592454003421;IBUPROFENO 200MG X 5TAB DISP (20 BLIST) ELTER;28;0;LA SANTE;73.34;73.34;MEDICAMENTOS;2024-09-25;IBUPROFENO ;0.00;0.00;0.000;0.000
759525;7591519001525;IBUPROFENO 400 MG TAB X 20 CALOX;340;101;CALOX;16.36;14.72;MEDICAMENTOS;2024-09-25;IBUPROFENO ;3.00;10.00;0.000;0.000
376105;7592236002178;IBUPROFENO 400 MG TAB X 20 QUIM-FAR;297;300;QUIM-FAR;6.84;6.16;MEDICAMENTOS;2024-04-25;IBUPROFENO ;1.00;10.00;0.000;0.000
74168;7594000850534;IBUPROFENO 400MG X 10 TAB BIOQUIMICA;201;0;BIOQUIMICA;6.37;6.37;MEDICAMENTOS;2023-07-25;IBUPROFENO ;0.00;0.00;0.000;0.000
720204;720524031204;IBUPROFENO 400MG X 10 TAB LATTAN;1583;385;LATTAN;9.11;8.20;MEDICAMENTOS;2023-12-25;IBUPROFENO ;1.00;10.00;0.000;0.000
101123;7594001101123;IBUPROFENO 400MG X 10 TAB PLUSANDEX;1997;806;PLUSANDEX;6.39;5.75;MEDICAMENTOS;2023-05-25;IBUPROFENO ;1.00;10.00;0.000;0.000
024;7598813000155;IBUPROFENO 400MG X 100 TAB MM;77;109;MM;43.51;43.51;MEDICAMENTOS;2024-07-25;IBUPROFENO ;0.00;0.00;0.000;0.000
856426;7750215496909;IBUPROFENO 400MG X 100 TAB PORTUGAL;86;30;PORTUGAL;81.38;48.83;MEDICAMENTOS;2024-05-25;IBUPROFENO ;1.00;40.00;0.000;0.000
2493-1;;IBUPROFENO 400MG X 100 TABS GENFAR;0;335;FAREVA;43.52;41.78;MEDICAMENTOS;NULL;IBUPROFENO ;1.00;4.00;0.000;0.000
2493-11;7702605101498;IBUPROFENO 400MG X 100 TABS GENFAR (INSUMED);65;134;GENFAR;52.48;44.61;MEDICAMENTOS;2023-04-25;IBUPROFENO ;1.00;15.00;0.000;0.000
74167;7594000850565;IBUPROFENO 400MG X 20 TAB BIOQUIMICA;299;0;BIOQUIMICA;10.97;10.97;MEDICAMENTOS;2023-08-25;IBUPROFENO ;0.00;0.00;0.000;0.000
101133;7594001101130;IBUPROFENO 400MG X 20 TAB PLUSANDEX;696;331;PLUSANDEX;10.06;9.56;MEDICAMENTOS;2023-05-25;IBUPROFENO ;3.00;5.00;0.000;0.000
63258;7597285000113;IBUPROFENO 400MG X 20 TAB VENEQUIMEX;987;2245;VENEQUIMEX;8.85;8.50;MEDICAMENTOS;2024-04-25;IBUPROFENO ;1.00;4.00;0.000;0.000
25010;7591519007107;IBUPROFENO 600 MG TAB X 10 CALOX;549;191;CALOX;13.49;12.82;MEDICAMENTOS;2025-02-25;IBUPROFENO ;15.00;5.00;0.000;0.000
140621;7592454153928;IBUPROFENO 800 MG TAB X 10 ELTER;1342;460;LA SANTE;20.72;16.58;MEDICAMENTOS;2024-01-25;IBUPROFENO ;1.00;20.00;0.000;0.000
61102-1;7703038066606;IBUPROFENO 800MG X 300 TABS LAPROFF;6;7;LAPROFF;242.77;218.49;MEDICAMENTOS;NULL;IBUPROFENO ;1.00;10.00;0.000;0.000
10908;7592616220017;IBUPROFENO CAPS 400 X 10 TAB KIMICEG;702;791;KIMICEG;9.59;8.63;MEDICAMENTOS;2023-08-25;IBUPROFENO ;1.00;10.00;0.000;0.000
91569;7594000850466;IBUPROFENO PED SUSP 120ML BIOQUIMICA;557;230;BIOQUIMICA;10.92;10.70;MEDICAMENTOS;2025-02-25;IBUPROFENO ;1.00;2.00;0.000;0.000
221011;7592616221014;IBUPROFENO SUSP 100 MG/ 5ML X 60 ML KIMICEG;687;609;KIMICEG;9.74;9.06;MEDICAMENTOS;2023-01-25;IBUPROFENO ;1.00;7.00;0.000;0.000
140418;7592454003353;IBUPROFENO SUSP 100 MG/ 5ML X 60 ML LA SANTE;1910;501;LA SANTE;10.21;9.19;MEDICAMENTOS;2024-01-25;IBUPROFENO ;1.00;10.00;0.000;0.000
060659;6942189304255;IBUPROFENO TAB 200 MG X 10 KMPLUS;987;427;KMPLUS;3.50;3.50;MEDICAMENTOS;2024-05-25;IBUPROFENO ;0.00;0.00;0.000;0.000
575950;6921875010830;IBUPROFENO TAB 400 MG X 10 KMPLUS;870;0;KMPLUS;4.65;4.65;MEDICAMENTOS;2024-01-25;IBUPROFENO ;0.00;0.00;0.000;0.000
50508;7598578000247;IBUPROFENO-TIOCOLCHICOSIDO 600MG-4MG X 10 DAC;917;1114;DAC 55;13.57;13.57;MEDICAMENTOS;2024-07-25;IBUPROFENO - TIOCOLCHIC?SIDO ;0.00;0.00;0.000;0.000
56875;7592601200192;IBUTAN 100 MG/5ML SUSP 60 ML MEYER;159;487;MEYER;10.00;10.00;MEDICAMENTOS;2024-10-25;IBUPROFENO ;0.00;0.00;1.000;6.000
56874;7592601201205;IBUTAN 200 MG/5ML SUSP 60 ML MEYER;0;8;MEYER;12.13;6.07;MEDICAMENTOS;NULL;IBUPROFENO ;0.00;0.00;1.000;1.000
08988;7592601200208;IBUTAN TAB 400 MG X 10 MEYER;76;972;MEYER;7.79;7.79;MEDICAMENTOS;2025-05-25;IBUPROFENO ;0.00;0.00;1.000;6.000
08987;7592601200536;IBUTAN TAB 600 MG X 10 MEYER;2530;264;MEYER;11.69;11.69;MEDICAMENTOS;2025-05-25;IBUPROFENO ;0.00;0.00;0.000;0.000
39503;7592601301783;IBUTANCOL 400 MG- 4MG X 10 TAB MEYER;76;1084;MEYER;14.27;13.56;MEDICAMENTOS;NULL;IBUPROFENO - TIOCOLCHIC?SIDO ;1.00;5.00;0.000;0.000
39504;7592601301790;IBUTANCOL 400 MG- 4MG X 20 TAB MEYER;2;159;MEYER;22.72;21.58;MEDICAMENTOS;NULL;IBUPROFENO - TIOCOLCHIC?SIDO ;1.00;5.00;0.000;0.000
08965;7592601001188;IBUTANCOL 600 MG- 4MG X 10 TAB MEYER;221;678;MEYER;20.12;19.11;MEDICAMENTOS;2025-02-25;IBUPROFENO - TIOCOLCHIC?SIDO ;1.00;5.00;0.000;0.000
393031;7592601001195;IBUTANCOL 600 MG- 4MG X 20 TAB MEYER;1;68;MEYER;35.04;33.29;MEDICAMENTOS;NULL;IBUPROFENO - TIOCOLCHIC?SIDO ;1.00;5.00;0.000;0.000
39701;7592601303121;IBUTANFEM 400MG-20MG X 10 TAB MEYER;368;281;MEYER;15.57;14.79;MEDICAMENTOS;2023-07-25;IBUPROFENO+HIOSCINA;1.00;5.00;0.000;0.000
39710;7592601000105;IBUTANFEM 400MG-20MG X 20 TAB MEYER;138;125;MEYER;23.36;22.19;MEDICAMENTOS;2023-09-25;IBUPROFENO+HIOSCINA;1.00;5.00;0.000;0.000
12343;7592601301622;IBUTANMIGRA TABLETAS X 10 MEYER;276;296;MEYER;10.38;10.38;MEDICAMENTOS;2023-09-25;IBUPROFENO + CAFEINA + DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
310712;7592601301653;IBUTANMIGRA TABLETAS X 20 MEYER;0;89;MEYER;16.87;16.87;MEDICAMENTOS;NULL;IBUPROFENO + CAFEINA + DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
100111;7592432900322;IBUVAX FEM 200MG - 30MG X 10 CGB VIVAX;2;59;VIVAX;14.34;12.91;MEDICAMENTOS;2022-08-25;IBUPROFENO - PARACETAMOL;1.00;10.00;0.000;0.000
890089;8904306502089;IFEN 200MG X 100 TAB PRISM;63;30;PRISM;15.90;15.90;MEDICAMENTOS;2024-07-25;IBUPROFENO ;0.00;0.00;0.000;0.000
890096;8904306502096;IFEN 400MG X 100 TAB PRISM;48;29;PRISM;25.43;25.43;MEDICAMENTOS;2024-07-25;IBUPROFENO ;0.00;0.00;0.000;0.000
890102;8904306502102;IFEN 600MG X 100 TAB PRISM;56;26;PRISM;38.16;38.16;MEDICAMENTOS;2024-07-25;IBUPROFENO ;0.00;0.00;0.000;0.000
39122;7592601100621;IMAZOL 1% CREMA VAGINAL X 50GR  MEYER;26;329;MEYER;35.04;31.54;MEDICAMENTOS;2025-01-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
22303;7592601100454;IMAZOL 1% CREMA X 20GR  MEYER;264;185;MEYER;16.87;15.18;MEDICAMENTOS;2025-09-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
39018;7592601100447;IMAZOL 1% SPRAY X 25ML MEYER;329;76;MEYER;27.90;25.11;MEDICAMENTOS;2023-09-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
39230;7592601100737;IMAZOL CAP BLANDA VAGINAL X1 X500MG MEYER;26;320;MEYER;27.90;23.72;MEDICAMENTOS;2023-03-25;CLOTRIMAZOL ;1.00;15.00;0.000;0.000
39305;7592601100485;IMAZOL CAP BLANDA VAGINAL X6 X100MG MEYER;173;261;MEYER;31.80;28.62;MEDICAMENTOS;2023-08-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
39446;7592601101055;IMAZOL DUA 1 CAP BLANDA 500MG + CREM VAG 10G;118;548;MEYER;37.64;33.88;MEDICAMENTOS;2023-03-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
39445;7592601101062;IMAZOL DUA 6 CAP BLANDA 100 MG + CREM VAG 20G;47;193;MEYER;44.13;35.30;MEDICAMENTOS;2023-08-25;CLOTRIMAZOL ;1.00;20.00;0.000;0.000
09865;7592601110590;IMAZOL POLVO AL 1% X 20 GR MEYER;98;518;MEYER;14.93;13.44;MEDICAMENTOS;2023-04-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
09866;7592601100461;IMAZOL SOL AL 1% X 20 ML  MEYER;186;161;MEYER;13.62;12.26;MEDICAMENTOS;2024-01-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
39003;7592601100478;IMAZOL TAB VAGINAL X6 X100MG MEYER;539;682;MEYER;20.77;18.69;MEDICAMENTOS;2026-02-25;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
13007;8906012341068;IMIDEX (IMIPEN+CILASTATI) 500MG AMP VIDA LABS;0;386;VIDA LABS;30.53;30.53;INYECTABLES;NULL;IMIPENEM -CILASTATINA;0.00;0.00;0.000;0.000
145076;7703763093168;INFLAPRED 10MG/1ML OFT FCO X 5ML PHARMETIQUE;0;672;PHARMETIQUE CS;14.74;14.74;MEDICAMENTOS;NULL;PREDNISOLONA ACETATO (10 mg / ml);0.00;0.00;1.000;1.000
87777;612197877770;INMUNEX PLUS VAINILLA LATTE SOBRE 131GR;0;1;VICTUS;83.37;83.37;SUPLEMENTOS ALIMENTICIOS;NULL;;0.00;0.00;0.000;0.000
65988;7593434000348;INTERVIT LINAZA CON PIÑA x 250GR INTERVIT.;9;0;INTERVIT;33.39;33.39;ALIMENTOS;2023-05-25;LINAZA;0.00;0.00;0.000;0.000
23731;7591818111048;IPALAT 10MG SOL TOPICO 20 ML COFASA;1;0;COFASA;15.98;14.38;MEDICAMENTOS;NULL;CLOTRIMAZOL ;1.00;10.00;0.000;0.000
19996;7591196004253;IPORET SUSP ORAL 60ML OFTALMI;0;72;OFTALMI;10.69;9.62;MEDICAMENTOS;2022-05-25;IBUPROFENO ;1.00;10.00;0.000;0.000
07286;7594001100416;IPROXIN COMP 500 MG X 12 PLUSANDEX;931;548;PLUSANDEX;13.89;12.50;MEDICAMENTOS;2022-10-25;CIPROFLOXACINA ;1.00;10.00;0.000;0.000
142361;7592454002547;IRBESARTAN 150 mg TAB x 10 ELTER;703;662;LA SANTE;15.18;14.42;MEDICAMENTOS;2023-08-25;IRBESARTAN ;1.00;5.00;0.000;0.000
69652;7591519007145;IRBESARTAN 150MG TAB X 7 CALOX;367;88;CALOX;12.98;12.98;MEDICAMENTOS;2024-05-25;IRBESARTAN ;0.00;0.00;0.000;0.000
47121;8903726227039;IRBESARTAN 150MG X 30 TAB BIUMAK;190;267;BIUMAK PHARMACEUTICALS;33.72;33.72;MEDICAMENTOS;2023-04-25;IRBESARTAN ;0.00;0.00;0.000;0.000
69657;7591519007336;IRBESARTAN 300MG TAB X 7 CALOX;344;172;CALOX;19.48;19.09;MEDICAMENTOS;2024-11-25;IRBESARTAN ;12.00;2.00;0.000;0.000
008744;7750215008744;IRBESARTAN 300MG X 50 TAB PORTUGAL;0;17;PORTUGAL;103.57;77.68;MEDICAMENTOS;NULL;IRBESARTAN ;1.00;25.00;0.000;0.000
770735;7707355053967;IRBETIAZID 300MG/12.5MG HCT X 28 TAB MEYER;7;24;MEYER;43.48;43.48;MEDICAMENTOS;2023-10-25;IRBESARTAN -HIDROCLOROTIAZIDA (300 mg - 12,5 mg);0.00;0.00;0.000;0.000
770981;7707355053981;IRBETT 300MG TAB X 28 MEYER;3;29;MEYER;41.53;41.53;MEDICAMENTOS;NULL;IRBESARTAN ;0.00;0.00;0.000;0.000
60231;904306500979;IRTAN 150 MG TAB X 100 PRISM;3;6;PRISM;76.31;76.31;MEDICAMENTOS;NULL;IRBESARTAN ;0.00;0.00;0.000;0.000
100044;7703153041199;ISBELA 2 MG/0.035 X 21 TAB VIVAX;56;56;VIVAX;34.41;34.41;MEDICAMENTOS;2023-12-25;CIPROTERONA -ETINILESTRADIOL (2 mg - 0,035 mg);0.00;0.00;0.000;0.000
94854;7591243826494;ISOSPRAY PLUS 0,15%-0,25% SOL X 180ML BIOTECH;0;7;BIOTECH;18.02;17.12;MEDICAMENTOS;NULL;BENCIDAMINA ;1.00;5.00;0.000;0.000
140431;7592454001182;ITISONA CREMA 0,1% X 30 GRS LA SANTE;517;114;LA SANTE;13.63;13.22;MEDICAMENTOS;2024-01-25;BETAMETASONA (0,1%);1.00;3.00;0.000;0.000
759229;7598176000229;ITRACONAZOL 100MG X 10 TAB ANGELUS;111;10;ANGELUS;18.47;18.47;MEDICAMENTOS;1969-12-25;ITRACONAZOL ;0.00;0.00;0.000;0.000
890504;8904278577504;ITRACONAZOL 100MG X 40 TAB CAPS;35;42;FAHD;46.30;46.30;MEDICAMENTOS;2024-03-25;ITRACONAZOL ;0.00;0.00;0.000;0.000
826815-1;7591243826814;IVAGAN FORTE 650MG X 100 TABS BIOTECH;101;1267;BIOTECH;117.74;111.85;MEDICAMENTOS;2023-05-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;1.00;5.00;0.000;0.000
04728;7591243826777;IVAGAN FORTE TAB 650MG X 10 BIOTECH;1481;1021;BIOTECH;13.78;13.09;MEDICAMENTOS;2023-10-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;1.00;5.00;0.000;0.000
65874;7591243826708;IVAGAN TAB 450MG X 10 BIOTECH;572;109;BIOTECH;12.50;11.88;MEDICAMENTOS;2023-11-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;1.00;5.00;0.000;0.000
15974;7591619001234;IVERGOT 6MG X4 TAB. ROEMMERS;239;374;ROEMMERS;12.98;12.98;MEDICAMENTOS;2024-04-25;IVERMECTINA ;0.00;0.00;0.000;0.000
7591210;7591619001210;IVERGOT GOTAS 6 MG X5ML ROWE;18;308;ROWE;20.80;20.80;MEDICAMENTOS;2024-06-25;IVERMECTINA ;0.00;0.00;0.000;0.000
201254;;IVERMECTINA 6MG X 10 TAB (BLISTER) ALFA;1;0;ALFA;24.74;24.74;MEDICAMENTOS;2024-07-25;IVERMECTINA ;0.00;0.00;0.000;0.000
890528;8904278577528;IVERMECTINA 6MG X 10 TAB. FAHD;45;43;FAHD;13.99;13.99;MEDICAMENTOS;2024-03-25;IVERMECTINA ;0.00;0.00;0.000;0.000
100342;7591020009065;IVERMECTINA 6MG X 12 TAB GENCER;70;0;GENCER;18.89;17.57;MEDICAMENTOS;2023-04-25;IVERMECTINA ;1.00;7.00;0.000;0.000
985541;7593090001703;IVERMECTINA 6MG X 16 TAB FC PHARMA;39;40;FC PHARMA;14.28;13.57;MEDICAMENTOS;2024-02-25;IVERMECTINA ;1.00;5.00;0.000;0.000
201254-1;7468999198628;IVERMECTINA 6MG X 30 TABS ALFA;11;190;ALFA;44.53;44.53;MEDICAMENTOS;2022-12-25;IVERMECTINA ;0.00;0.00;0.000;0.000
11203;7591519007121;IVERMECTINA 6MG X 4 TAB CALOX;1779;666;CALOX;6.91;6.77;MEDICAMENTOS;2023-04-25;IVERMECTINA ;12.00;2.00;0.000;0.000
985539;7593090001697;IVERMECTINA 6MG X 4 TAB FC PHARMA;38;143;FC PHARMA;3.51;3.33;MEDICAMENTOS;2024-02-25;IVERMECTINA ;1.00;5.00;0.000;0.000
100341;7591020009041;IVERMECTINA 6MG X 4 TAB GENCER;632;0;GENCER;7.19;7.19;MEDICAMENTOS;2023-04-25;IVERMECTINA ;0.00;0.00;0.000;0.000
25914;7591012041223;IVERMED CREMA (IVERMECTINA 0,4 %) 60 G LYA;149;68;LYA;15.83;13.46;MEDICAMENTOS;2023-09-25;IVERMECTINA ;1.00;15.00;0.000;0.000
25913;7591012010505;IVERMED LOCIÓN (IVERMECTINA 0,4 %) 100 CC LYA;0;43;LYA;15.83;11.08;MEDICAMENTOS;2023-02-25;IVERMECTINA ;1.00;30.00;0.000;0.000
779544;7798051851544;IVERTAL (IVERMECTINA) 6MG X6  COMP PANALAB;0;1529;PANALAB;12.41;12.41;MEDICAMENTOS;2025-02-25;IVERMECTINA ;0.00;0.00;0.000;0.000
11204-1;;IVERWELL-6MG X 40 TABS WELLONA PHARMA;45;0;WELLONA PHARMA;59.63;50.69;MEDICAMENTOS;2023-03-25;IVERMECTINA ;1.00;15.00;0.000;0.000
7529;7595751001329;IZYCLEAN ESPONJA ACERO INOX  X 12 UND;0;456;IZY;19.06;17.73;MISCELANEOS;NULL;;1.00;7.00;0.000;0.000
2971;7595751000155;IZYCLEAN ESPONJA DOBLE USO X12 UND;0;31;IZY;31.51;29.30;MISCELANEOS;NULL;;1.00;7.00;0.000;0.000
7536;7595751001336;IZYCLEAN ESPONJA JABONOSA  X 12 UND;0;466;IZY;19.70;18.32;MISCELANEOS;NULL;;1.00;7.00;0.000;0.000
7579;7595751000179;IZYCLEAN ESPONJA MULTIUSO X 24 UND;0;17;IZY;113.71;113.71;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
7562;7595751000162;IZYCLEAN ESPONJA SALVA UñAS  X 24 UND;0;19;IZY;96.40;96.40;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
7548;7595751000148;IZYCLEAN ESPONJA TODO TERRENO X 36 UND;0;22;IZY;76.38;76.38;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
175541;17595751000541;IZYCLEAN PAñO ABSORBENTE X2UND;0;245;IZY;11.52;10.71;MISCELANEOS;NULL;;1.00;7.00;0.000;0.000
175534;17595751000534;IZYCLEAN PAñO MULTIUSO X 3 UND;0;229;IZY;8.58;7.98;MISCELANEOS;NULL;;1.00;7.00;0.000;0.000
21433;7596832000088;JABON BORICADO PEDI  100GR DAWGUT;28;105;VENEZOLANA DE JABONES 2016;7.64;7.26;MISCELANEOS;2023-09-25;;1.00;5.00;0.000;0.000
81688;7509546075525;JABON D/BAÑO PALMOLIVE NATUR DELICADA EX100GR;2;4;PALMOLIVE;3.37;3.37;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
71928;685239846423;JABON LIQ MANOS/CUER ALMENDRA 240CC NATURIST;1;0;NATURISTIK;6.03;4.82;MISCELANEOS;NULL;;1.00;20.00;0.000;0.000
517;;JABON LIQ MANOS/CUER ALMENDRA 400cm NATURI;0;19;NATURISTIK;11.77;9.42;MISCELANEOS;NULL;;1.00;20.00;0.000;0.000
520;;JABON LIQ MANOS/CUER COLAGENO400cm NATURI;0;21;NATURISTIK;11.77;9.42;MISCELANEOS;NULL;;1.00;20.00;0.000;0.000
24002;17591838000077;JABON NEAT RODENEZA;10;8;RODENEZA;0.77;0.72;MISCELANEOS;NULL;;1.00;7.00;0.000;0.000
303;7596139000521;JABON NEUTRO 240ML SOMA;0;29;SOMA;7.70;6.55;MISCELANEOS;NULL;;1.00;15.00;0.000;0.000
512345;7596832000095;JABON PEDI CON GLICERIN NEUTRO/FRAG 100G DAWG;1;0;VENEZOLANA DE JABONES 2016;7.64;7.26;MISCELANEOS;NULL;;1.00;5.00;0.000;0.000
432104;7596832000118;JABON PEDI CON OXIDO DE ZINC 100GR DAWGUT;13;53;VENEZOLANA DE JABONES 2016;7.64;7.26;MISCELANEOS;NULL;;1.00;5.00;0.000;0.000
00197;01100198;JARABE  DE SENOLAX X 120ML FARMAGENIK;0;2;FARMAGENIK;12.63;8.84;PATENTADOS NATURALES;NULL;EXTRACTO DE SEN;1.00;30.00;0.000;0.000
00183;01100181;JARABE DE  PASSIFLORA  X 180ML FARMAGENIK;0;44;FARMAGENIK;13.25;9.94;PATENTADOS NATURALES;NULL;EXTRACTO DE PASSIFLORA;1.00;25.00;0.000;0.000
0237;25525755;JARABE DE ACHICORIA X 120ML FARMAGENIK;0;176;FARMAGENIK;10.78;7.01;PATENTADOS NATURALES;NULL;ACHICORIA;1.00;35.00;0.000;0.000
0238;25525748;JARABE DE BERRO  X 120 ML FARMAGENIK;0;4;FARMAGENIK;10.78;7.01;PATENTADOS NATURALES;NULL;BERRO;1.00;35.00;0.000;0.000
1108-1;7594001452348;JARABE DE BERRO X 120 ML RECETTEMARK;0;1;RECETTEMARK;10.37;10.37;PATENTADOS NATURALES;NULL;BERRO;0.00;0.00;0.000;0.000
1105;7594001450894;JARABE DE CITRATO DE POTASIO AL 10 %X 120 ML;24;5;RECETTEMARK;14.99;14.99;PATENTADOS NATURALES;2023-11-25;CITRATO DE POTASIO (1080 mg);0.00;0.00;0.000;0.000
1327;7594001450900;JARABE DE CITRATO DE POTASIO AL 10 %X 1LT;0;55;RECETTEMARK;114.19;114.19;PATENTADOS NATURALES;NULL;CITRATO DE POTASIO (1080 mg);0.00;0.00;0.000;0.000
1119;7594001451013;JARABE DE ZABILA AD X 120 ML RECETTEMARK;1;0;RECETTEMARK;11.40;11.40;PATENTADOS NATURALES;NULL;SABILA;0.00;0.00;0.000;0.000
1121;7594001451037;JARABE LAMEDOR + ZABILA AD X120ML RECETTEMARK;0;1;RECETTEMARK;17.90;17.90;PATENTADOS NATURALES;NULL;LAMEDOR;0.00;0.00;0.000;0.000
1122;7594001451044;JARABE LAMEDOR + ZABILA PED X120M RECETTEMARK;0;1;RECETTEMARK;14.99;14.99;PATENTADOS NATURALES;NULL;LAMEDOR;0.00;0.00;0.000;0.000
39854;7591616000766;JARABE LAMEDOR COMPUESTO 120 CC  BIOFARCO;178;121;BIOFARCO;16.86;11.80;PATENTADOS NATURALES;2024-02-25;;1.00;30.00;0.000;0.000
759581;7592430000581;JARABE NONNA (EXPECTORANTE) 130ML NAT PREMIU;22;12;NATURAL PREMIUM;29.05;29.05;PATENTADOS NATURALES;2023-06-25;MIEL + EUCALIPTO;0.00;0.00;0.000;0.000
03254;7591616000803;JARABE RABANO YODADO 120 CC  BIOFARCO;121;56;BIOFARCO;14.65;10.26;PATENTADOS NATURALES;2023-07-25;RABANO-YODO-HIERRO;1.00;30.00;0.000;0.000
22984;7591616000841;JARABE ZARZAPARRILLA 120 CC BIOFARCO;53;0;BIOFARCO;15.59;10.91;PATENTADOS NATURALES;2023-06-25;SMILAX OFFICINALIS;1.00;30.00;0.000;0.000
100927;7703153035693;JARIT 100 MG X 30 CAP VIVAX;20;20;VIVAX;112.65;112.65;MEDICAMENTOS;2023-11-25;PROGESTERONA (1%);0.00;0.00;0.000;0.000
100928;7703153037352;JARIT 200 MG X 30 CAP VIVAX;20;19;VIVAX;145.09;145.09;MEDICAMENTOS;2023-11-25;PROGESTERONA (1%);0.00;0.00;0.000;0.000
57102;013501951706757;JELCOS NRO 24  SERIVA  SMITHS MEDICAL X 50;0;1;SMITHS MEDICAL;93.68;93.68;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
00232;7592946056003;JENGIBRE-MIEL X 120CC ARCO IRIS;525;385;ARCO IRIS;21.79;19.61;PATENTADOS NATURALES;2024-02-25;MIEL-JENGIBRE;1.00;10.00;0.000;0.000
2181001-1;;JERINGA 10CC 21X1 1/2¨ X1 CAJA X 100 PLUSMEDI;106;1;PLUSMEDIC;68.87;68.87;DESCARTABLES;2026-01-25;;0.00;0.00;0.000;0.000
320101-1;;JERINGA 1CC 30X5/16 CAJA X 100 PLUSMEDIC;28;43;PLUSMEDIC;78.22;78.22;DESCARTABLES;2025-03-25;;0.00;0.00;0.000;0.000
732120;732064573137;JERINGA 1ML LUER SLIP C/AGUJA CAJA X 100 BRIU;37;31;BRIUTCARE;44.52;37.84;DESCARTABLES;2026-09-25;;1.00;15.00;0.000;0.000
32001;;JERINGA 20CC 21X1 1/2¨(U.M X 50) PLUSMEDIC;48;0;PLUSMEDIC;1.03;1.03;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
32001-1;7597467000016;JERINGA 20CC 21X1 1/2¨CAJA X 50  PLUSMEDIC;687;0;PLUSMEDIC;51.71;51.71;DESCARTABLES;2026-03-25;;0.00;0.00;0.000;0.000
320301-1;7597467000047;JERINGA 3CC 21X1 1/2¨ X1 CAJA X 100 PLUSMEDIC;1000;405;PLUSMEDIC;46.36;46.36;DESCARTABLES;2026-03-25;;0.00;0.00;0.000;0.000
218301-1;;JERINGA 3CC 22GX1¨ CAJA X 100 PLUSMEDIC;0;6;PLUSMEDIC;64.94;64.94;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
720501;;JERINGA 5CC 21X1 1/2¨ X1 (UM X100) PLUSMEDIC;0;100;PLUSMEDIC;0.54;0.52;DESCARTABLES;NULL;;1.00;3.00;0.000;0.000
720501-1;7597467000030;JERINGA 5CC 21X1 1/2¨ X1 CAJA X 100 PLUSMEDIC;334;209;PLUSMEDIC;51.25;51.25;DESCARTABLES;2026-03-25;;0.00;0.00;0.000;0.000
10325;7592601201137;KAPET TAB 75MG X 14 MEYER;230;30;MEYER;18.17;9.09;MEDICAMENTOS;2023-08-25;CLOPIDOGREL;0.00;0.00;1.000;1.000
10348;7592601201175;KAPET TAB 75MG X 30 MEYER;0;1;MEYER;38.93;35.04;MEDICAMENTOS;NULL;CLOPIDOGREL;1.00;10.00;0.000;0.000
24412;7591818244128;KATIVIL 1g/10ml SOL.X  90 ml  COFASA;4;1;COFASA;21.99;21.99;MEDICAMENTOS;NULL;L-CARNITINA;0.00;0.00;0.000;0.000
24414;7591818000205;KATIVIL 1g/10ml SOL.X  90 ml S/AZUCAR COFASA;74;77;COFASA;21.99;21.99;MEDICAMENTOS;NULL;L-CARNITINA;0.00;0.00;0.000;0.000
00008;7594000491218;KELAC AMP 30 MG / ML X 1 AMP KLINOS;297;326;KLINOS;9.09;9.09;INYECTABLES;2023-09-25;KETOROLAC ;0.00;0.00;0.000;0.000
